Trace1,
Freq,,Amp,,
              100000,Hz,              -29.67, dBm,
             5433166,Hz,              -71.92, dBm,
            10766332,Hz,              -67.61, dBm,
            16099498,Hz,              -60.28, dBm,
            21432664,Hz,              -58.24, dBm,
            26765830,Hz,              -56.89, dBm,
            32098996,Hz,              -54.89, dBm,
            37432162,Hz,              -54.08, dBm,
            42765328,Hz,              -53.69, dBm,
            48098494,Hz,              -50.46, dBm,
            53431660,Hz,              -48.23, dBm,
            58764826,Hz,              -45.22, dBm,
            64097992,Hz,              -43.91, dBm,
            69431158,Hz,              -45.50, dBm,
            74764324,Hz,              -48.87, dBm,
            80097490,Hz,              -53.61, dBm,
            85430656,Hz,              -59.30, dBm,
            90763822,Hz,              -64.54, dBm,
            96096988,Hz,              -67.02, dBm,
           101430154,Hz,              -68.36, dBm,
           106763320,Hz,              -64.17, dBm,
           112096486,Hz,              -56.69, dBm,
           117429652,Hz,              -52.76, dBm,
           122762818,Hz,              -49.14, dBm,
           128095984,Hz,              -44.97, dBm,
           133429150,Hz,              -48.21, dBm,
           138762316,Hz,              -56.00, dBm,
           144095482,Hz,              -58.40, dBm,
           149428648,Hz,              -54.15, dBm,
           154761814,Hz,              -52.35, dBm,
           160094980,Hz,              -52.80, dBm,
           165428146,Hz,              -52.36, dBm,
           170761312,Hz,              -51.83, dBm,
           176094478,Hz,              -52.77, dBm,
           181427644,Hz,              -52.15, dBm,
           186760810,Hz,              -49.15, dBm,
           192093976,Hz,              -47.41, dBm,
           197427142,Hz,              -47.62, dBm,
           202760308,Hz,              -48.04, dBm,
           208093474,Hz,              -48.58, dBm,
           213426640,Hz,              -49.39, dBm,
           218759806,Hz,              -50.37, dBm,
           224092972,Hz,              -49.69, dBm,
           229426138,Hz,              -48.36, dBm,
           234759304,Hz,              -47.44, dBm,
           240092470,Hz,              -45.69, dBm,
           245425636,Hz,              -45.15, dBm,
           250758802,Hz,              -48.86, dBm,
           256091968,Hz,              -54.35, dBm,
           261425134,Hz,              -60.28, dBm,
           266758300,Hz,              -70.16, dBm,
           272091466,Hz,              -63.37, dBm,
           277424632,Hz,              -59.02, dBm,
           282757798,Hz,              -58.28, dBm,
           288090964,Hz,              -56.90, dBm,
           293424130,Hz,              -53.79, dBm,
           298757296,Hz,              -50.83, dBm,
           304090462,Hz,              -49.11, dBm,
           309423628,Hz,              -49.64, dBm,
           314756794,Hz,              -48.85, dBm,
           320089960,Hz,              -48.29, dBm,
           325423126,Hz,              -49.03, dBm,
           330756292,Hz,              -51.68, dBm,
           336089458,Hz,              -52.37, dBm,
           341422624,Hz,              -52.97, dBm,
           346755790,Hz,              -54.71, dBm,
           352088956,Hz,              -55.90, dBm,
           357422122,Hz,              -56.67, dBm,
           362755288,Hz,              -58.14, dBm,
           368088454,Hz,              -61.48, dBm,
           373421620,Hz,              -65.51, dBm,
           378754786,Hz,              -71.85, dBm,
           384087952,Hz,              -64.31, dBm,
           389421118,Hz,              -55.43, dBm,
           394754284,Hz,              -49.33, dBm,
           400087450,Hz,              -45.23, dBm,
           405420616,Hz,              -43.80, dBm,
           410753782,Hz,              -42.63, dBm,
           416086948,Hz,              -41.83, dBm,
           421420114,Hz,              -42.49, dBm,
           426753280,Hz,              -42.85, dBm,
           432086446,Hz,              -42.00, dBm,
           437419612,Hz,              -41.09, dBm,
           442752778,Hz,              -40.79, dBm,
           448085944,Hz,              -40.26, dBm,
           453419110,Hz,              -38.45, dBm,
           458752276,Hz,              -37.17, dBm,
           464085442,Hz,              -37.16, dBm,
           469418608,Hz,              -37.24, dBm,
           474751774,Hz,              -36.35, dBm,
           480084940,Hz,              -35.41, dBm,
           485418106,Hz,              -36.16, dBm,
           490751272,Hz,              -38.30, dBm,
           496084438,Hz,              -38.90, dBm,
           501417604,Hz,              -38.86, dBm,
           506750770,Hz,              -39.57, dBm,
           512083936,Hz,              -39.29, dBm,
           517417102,Hz,              -36.94, dBm,
           522750268,Hz,              -36.12, dBm,
           528083434,Hz,              -37.55, dBm,
           533416600,Hz,              -38.48, dBm,
           538749766,Hz,              -37.88, dBm,
           544082932,Hz,              -36.26, dBm,
           549416098,Hz,              -36.78, dBm,
           554749264,Hz,              -38.04, dBm,
           560082430,Hz,              -39.11, dBm,
           565415596,Hz,              -37.74, dBm,
           570748762,Hz,              -37.11, dBm,
           576081928,Hz,              -36.79, dBm,
           581415094,Hz,              -35.37, dBm,
           586748260,Hz,              -35.53, dBm,
           592081426,Hz,              -38.05, dBm,
           597414592,Hz,              -38.63, dBm,
           602747758,Hz,              -37.68, dBm,
           608080924,Hz,              -37.81, dBm,
           613414090,Hz,              -37.92, dBm,
           618747256,Hz,              -37.21, dBm,
           624080422,Hz,              -35.97, dBm,
           629413588,Hz,              -35.85, dBm,
           634746754,Hz,              -36.36, dBm,
           640079920,Hz,              -36.40, dBm,
           645413086,Hz,              -35.99, dBm,
           650746252,Hz,              -36.36, dBm,
           656079418,Hz,              -36.92, dBm,
           661412584,Hz,              -37.76, dBm,
           666745750,Hz,              -38.27, dBm,
           672078916,Hz,              -37.38, dBm,
           677412082,Hz,              -35.40, dBm,
           682745248,Hz,              -34.51, dBm,
