Trace1,
Freq,,Amp,,
              100000,Hz,              -19.37, dBm,
             5433166,Hz,              -67.52, dBm,
            10766332,Hz,              -64.67, dBm,
            16099498,Hz,              -67.12, dBm,
            21432664,Hz,              -60.28, dBm,
            26765830,Hz,              -56.87, dBm,
            32098996,Hz,              -57.35, dBm,
            37432162,Hz,              -59.62, dBm,
            42765328,Hz,              -60.15, dBm,
            48098494,Hz,              -58.05, dBm,
            53431660,Hz,              -57.63, dBm,
            58764826,Hz,              -58.09, dBm,
            64097992,Hz,              -53.15, dBm,
            69431158,Hz,              -51.23, dBm,
            74764324,Hz,              -52.66, dBm,
            80097490,Hz,              -57.35, dBm,
            85430656,Hz,              -56.15, dBm,
            90763822,Hz,              -60.03, dBm,
            96096988,Hz,              -64.68, dBm,
           101430154,Hz,              -64.24, dBm,
           106763320,Hz,              -65.87, dBm,
           112096486,Hz,              -67.48, dBm,
           117429652,Hz,              -67.06, dBm,
           122762818,Hz,              -72.13, dBm,
           128095984,Hz,              -69.31, dBm,
           133429150,Hz,              -66.67, dBm,
           138762316,Hz,              -67.05, dBm,
           144095482,Hz,              -65.81, dBm,
           149428648,Hz,              -66.05, dBm,
           154761814,Hz,              -69.16, dBm,
           160094980,Hz,              -64.05, dBm,
           165428146,Hz,              -64.47, dBm,
           170761312,Hz,              -64.17, dBm,
           176094478,Hz,              -60.91, dBm,
           181427644,Hz,              -57.85, dBm,
           186760810,Hz,              -55.15, dBm,
           192093976,Hz,              -54.91, dBm,
           197427142,Hz,              -50.18, dBm,
           202760308,Hz,              -51.29, dBm,
           208093474,Hz,              -53.46, dBm,
           213426640,Hz,              -55.08, dBm,
           218759806,Hz,              -53.67, dBm,
           224092972,Hz,              -54.11, dBm,
           229426138,Hz,              -59.48, dBm,
           234759304,Hz,              -63.16, dBm,
           240092470,Hz,              -61.97, dBm,
           245425636,Hz,              -61.29, dBm,
           250758802,Hz,              -65.47, dBm,
           256091968,Hz,              -67.29, dBm,
           261425134,Hz,              -67.21, dBm,
           266758300,Hz,              -68.55, dBm,
           272091466,Hz,              -65.61, dBm,
           277424632,Hz,              -67.55, dBm,
           282757798,Hz,              -67.11, dBm,
           288090964,Hz,              -65.63, dBm,
           293424130,Hz,              -66.37, dBm,
           298757296,Hz,              -66.66, dBm,
           304090462,Hz,              -65.54, dBm,
           309423628,Hz,              -65.07, dBm,
           314756794,Hz,              -63.03, dBm,
           320089960,Hz,              -63.72, dBm,
           325423126,Hz,              -64.07, dBm,
           330756292,Hz,              -62.23, dBm,
           336089458,Hz,              -61.64, dBm,
           341422624,Hz,              -62.40, dBm,
           346755790,Hz,              -61.66, dBm,
           352088956,Hz,              -62.41, dBm,
           357422122,Hz,              -63.71, dBm,
           362755288,Hz,              -61.91, dBm,
           368088454,Hz,              -62.04, dBm,
           373421620,Hz,              -64.39, dBm,
           378754786,Hz,              -65.95, dBm,
           384087952,Hz,              -64.59, dBm,
           389421118,Hz,              -65.53, dBm,
           394754284,Hz,              -66.09, dBm,
           400087450,Hz,              -65.06, dBm,
           405420616,Hz,              -63.67, dBm,
           410753782,Hz,              -63.89, dBm,
           416086948,Hz,              -64.72, dBm,
           421420114,Hz,              -65.06, dBm,
           426753280,Hz,              -64.14, dBm,
           432086446,Hz,              -67.42, dBm,
           437419612,Hz,              -67.39, dBm,
           442752778,Hz,              -65.17, dBm,
           448085944,Hz,              -63.99, dBm,
           453419110,Hz,              -68.32, dBm,
           458752276,Hz,              -69.20, dBm,
           464085442,Hz,              -64.70, dBm,
           469418608,Hz,              -66.33, dBm,
           474751774,Hz,              -65.67, dBm,
           480084940,Hz,              -63.12, dBm,
           485418106,Hz,              -60.95, dBm,
           490751272,Hz,              -61.60, dBm,
           496084438,Hz,              -61.27, dBm,
           501417604,Hz,              -56.97, dBm,
           506750770,Hz,              -57.12, dBm,
           512083936,Hz,              -58.06, dBm,
           517417102,Hz,              -57.24, dBm,
           522750268,Hz,              -56.63, dBm,
           528083434,Hz,              -56.84, dBm,
           533416600,Hz,              -54.66, dBm,
           538749766,Hz,              -54.90, dBm,
           544082932,Hz,              -57.51, dBm,
           549416098,Hz,              -57.78, dBm,
           554749264,Hz,              -57.29, dBm,
           560082430,Hz,              -55.34, dBm,
           565415596,Hz,              -54.00, dBm,
           570748762,Hz,              -53.58, dBm,
           576081928,Hz,              -52.19, dBm,
           581415094,Hz,              -50.94, dBm,
           586748260,Hz,              -50.47, dBm,
           592081426,Hz,              -49.90, dBm,
           597414592,Hz,              -50.74, dBm,
           602747758,Hz,              -50.75, dBm,
           608080924,Hz,              -51.97, dBm,
           613414090,Hz,              -51.70, dBm,
           618747256,Hz,              -50.52, dBm,
           624080422,Hz,              -56.35, dBm,
           629413588,Hz,              -59.26, dBm,
           634746754,Hz,              -58.67, dBm,
           640079920,Hz,              -59.10, dBm,
           645413086,Hz,              -64.24, dBm,
           650746252,Hz,              -65.30, dBm,
           656079418,Hz,              -64.72, dBm,
           661412584,Hz,              -64.07, dBm,
           666745750,Hz,              -62.70, dBm,
           672078916,Hz,              -60.33, dBm,
           677412082,Hz,              -60.49, dBm,
           682745248,Hz,              -61.70, dBm,
           688078414,Hz,              -57.66, dBm,
           693411580,Hz,              -58.07, dBm,
           698744746,Hz,              -59.53, dBm,
           704077912,Hz,              -58.86, dBm,
           709411078,Hz,              -57.61, dBm,
           714744244,Hz,              -57.53, dBm,
           720077410,Hz,              -60.06, dBm,
           725410576,Hz,              -59.69, dBm,
           730743742,Hz,              -57.98, dBm,
           736076908,Hz,              -59.10, dBm,
           741410074,Hz,              -59.40, dBm,
           746743240,Hz,              -55.80, dBm,
           752076406,Hz,              -56.18, dBm,
           757409572,Hz,              -56.31, dBm,
           762742738,Hz,              -52.98, dBm,
           768075904,Hz,              -53.03, dBm,
           773409070,Hz,              -53.84, dBm,
           778742236,Hz,              -52.30, dBm,
           784075402,Hz,              -50.92, dBm,
           789408568,Hz,              -51.14, dBm,
           794741734,Hz,              -50.45, dBm,
           800074900,Hz,              -49.01, dBm,
           805408066,Hz,              -47.56, dBm,
           810741232,Hz,              -45.54, dBm,
           816074398,Hz,              -46.28, dBm,
           821407564,Hz,              -48.55, dBm,
           826740730,Hz,              -48.88, dBm,
           832073896,Hz,              -48.50, dBm,
           837407062,Hz,              -46.76, dBm,
           842740228,Hz,              -46.77, dBm,
           848073394,Hz,              -48.36, dBm,
           853406560,Hz,              -47.74, dBm,
           858739726,Hz,              -47.83, dBm,
           864072892,Hz,              -48.76, dBm,
           869406058,Hz,              -49.18, dBm,
