Trace1,
Freq,,Amp,,
              100000,Hz,              -19.00, dBm,
             5433166,Hz,              -65.10, dBm,
            10766332,Hz,              -64.87, dBm,
            16099498,Hz,              -68.81, dBm,
            21432664,Hz,              -60.80, dBm,
            26765830,Hz,              -60.61, dBm,
            32098996,Hz,              -60.24, dBm,
            37432162,Hz,              -62.34, dBm,
            42765328,Hz,              -62.28, dBm,
            48098494,Hz,              -59.52, dBm,
            53431660,Hz,              -59.62, dBm,
            58764826,Hz,              -61.66, dBm,
            64097992,Hz,              -58.87, dBm,
            69431158,Hz,              -54.76, dBm,
            74764324,Hz,              -55.03, dBm,
            80097490,Hz,              -55.06, dBm,
            85430656,Hz,              -52.63, dBm,
            90763822,Hz,              -57.19, dBm,
            96096988,Hz,              -63.55, dBm,
           101430154,Hz,              -63.07, dBm,
           106763320,Hz,              -62.79, dBm,
           112096486,Hz,              -66.33, dBm,
           117429652,Hz,              -66.98, dBm,
           122762818,Hz,              -65.96, dBm,
           128095984,Hz,              -67.18, dBm,
           133429150,Hz,              -63.57, dBm,
           138762316,Hz,              -60.24, dBm,
           144095482,Hz,              -59.43, dBm,
           149428648,Hz,              -62.40, dBm,
           154761814,Hz,              -61.38, dBm,
           160094980,Hz,              -56.45, dBm,
           165428146,Hz,              -56.67, dBm,
           170761312,Hz,              -57.17, dBm,
           176094478,Hz,              -59.06, dBm,
           181427644,Hz,              -59.11, dBm,
           186760810,Hz,              -61.08, dBm,
           192093976,Hz,              -63.50, dBm,
           197427142,Hz,              -59.45, dBm,
           202760308,Hz,              -65.29, dBm,
           208093474,Hz,              -66.69, dBm,
           213426640,Hz,              -67.18, dBm,
           218759806,Hz,              -62.75, dBm,
           224092972,Hz,              -64.13, dBm,
           229426138,Hz,              -63.38, dBm,
           234759304,Hz,              -62.55, dBm,
           240092470,Hz,              -61.80, dBm,
           245425636,Hz,              -64.33, dBm,
           250758802,Hz,              -60.13, dBm,
           256091968,Hz,              -59.73, dBm,
           261425134,Hz,              -60.42, dBm,
           266758300,Hz,              -65.02, dBm,
           272091466,Hz,              -66.06, dBm,
           277424632,Hz,              -64.10, dBm,
           282757798,Hz,              -64.16, dBm,
           288090964,Hz,              -65.64, dBm,
           293424130,Hz,              -65.52, dBm,
           298757296,Hz,              -62.74, dBm,
           304090462,Hz,              -64.33, dBm,
           309423628,Hz,              -64.68, dBm,
           314756794,Hz,              -63.64, dBm,
           320089960,Hz,              -61.46, dBm,
           325423126,Hz,              -62.96, dBm,
           330756292,Hz,              -61.36, dBm,
           336089458,Hz,              -61.77, dBm,
           341422624,Hz,              -63.88, dBm,
           346755790,Hz,              -64.31, dBm,
           352088956,Hz,              -63.37, dBm,
           357422122,Hz,              -63.79, dBm,
           362755288,Hz,              -64.60, dBm,
           368088454,Hz,              -65.93, dBm,
           373421620,Hz,              -65.06, dBm,
           378754786,Hz,              -65.31, dBm,
           384087952,Hz,              -60.00, dBm,
           389421118,Hz,              -57.79, dBm,
           394754284,Hz,              -58.14, dBm,
           400087450,Hz,              -58.04, dBm,
           405420616,Hz,              -58.25, dBm,
           410753782,Hz,              -58.56, dBm,
           416086948,Hz,              -64.78, dBm,
           421420114,Hz,              -62.60, dBm,
           426753280,Hz,              -60.24, dBm,
           432086446,Hz,              -59.46, dBm,
           437419612,Hz,              -60.82, dBm,
           442752778,Hz,              -58.08, dBm,
           448085944,Hz,              -55.74, dBm,
           453419110,Hz,              -55.50, dBm,
           458752276,Hz,              -54.75, dBm,
           464085442,Hz,              -52.57, dBm,
           469418608,Hz,              -53.07, dBm,
           474751774,Hz,              -53.61, dBm,
           480084940,Hz,              -51.30, dBm,
           485418106,Hz,              -50.50, dBm,
           490751272,Hz,              -52.01, dBm,
           496084438,Hz,              -52.62, dBm,
           501417604,Hz,              -51.81, dBm,
           506750770,Hz,              -51.81, dBm,
           512083936,Hz,              -54.72, dBm,
           517417102,Hz,              -54.30, dBm,
           522750268,Hz,              -50.28, dBm,
           528083434,Hz,              -50.52, dBm,
           533416600,Hz,              -52.75, dBm,
           538749766,Hz,              -50.49, dBm,
           544082932,Hz,              -49.85, dBm,
           549416098,Hz,              -51.44, dBm,
           554749264,Hz,              -53.04, dBm,
           560082430,Hz,              -52.28, dBm,
           565415596,Hz,              -51.71, dBm,
           570748762,Hz,              -53.07, dBm,
           576081928,Hz,              -52.02, dBm,
           581415094,Hz,              -50.14, dBm,
           586748260,Hz,              -49.73, dBm,
           592081426,Hz,              -49.25, dBm,
           597414592,Hz,              -48.46, dBm,
           602747758,Hz,              -48.93, dBm,
           608080924,Hz,              -49.84, dBm,
           613414090,Hz,              -49.19, dBm,
           618747256,Hz,              -49.33, dBm,
           624080422,Hz,              -52.26, dBm,
           629413588,Hz,              -54.21, dBm,
           634746754,Hz,              -53.06, dBm,
           640079920,Hz,              -52.68, dBm,
           645413086,Hz,              -54.84, dBm,
           650746252,Hz,              -51.00, dBm,
           656079418,Hz,              -50.00, dBm,
           661412584,Hz,              -49.60, dBm,
           666745750,Hz,              -47.34, dBm,
           672078916,Hz,              -45.27, dBm,
           677412082,Hz,              -45.42, dBm,
           682745248,Hz,              -46.85, dBm,
           688078414,Hz,              -46.16, dBm,
           693411580,Hz,              -46.38, dBm,
           698744746,Hz,              -49.50, dBm,
           704077912,Hz,              -51.41, dBm,
           709411078,Hz,              -48.89, dBm,
           714744244,Hz,              -48.81, dBm,
           720077410,Hz,              -48.37, dBm,
           725410576,Hz,              -46.37, dBm,
           730743742,Hz,              -45.72, dBm,
           736076908,Hz,              -47.10, dBm,
           741410074,Hz,              -46.05, dBm,
           746743240,Hz,              -45.35, dBm,
           752076406,Hz,              -45.99, dBm,
           757409572,Hz,              -47.68, dBm,
           762742738,Hz,              -44.64, dBm,
           768075904,Hz,              -43.59, dBm,
           773409070,Hz,              -42.34, dBm,
           778742236,Hz,              -39.20, dBm,
           784075402,Hz,              -37.97, dBm,
           789408568,Hz,              -38.44, dBm,
           794741734,Hz,              -38.18, dBm,
           800074900,Hz,              -37.01, dBm,
           805408066,Hz,              -37.67, dBm,
           810741232,Hz,              -39.18, dBm,
           816074398,Hz,              -38.02, dBm,
           821407564,Hz,              -38.09, dBm,
           826740730,Hz,              -39.16, dBm,
           832073896,Hz,              -38.63, dBm,
           837407062,Hz,              -38.65, dBm,
           842740228,Hz,              -39.20, dBm,
           848073394,Hz,              -40.30, dBm,
           853406560,Hz,              -40.79, dBm,
           858739726,Hz,              -40.86, dBm,
           864072892,Hz,              -41.70, dBm,
           869406058,Hz,              -42.19, dBm,
           874739224,Hz,              -40.88, dBm,
           880072390,Hz,              -40.90, dBm,
           885405556,Hz,              -41.64, dBm,
           890738722,Hz,              -40.92, dBm,
           896071888,Hz,              -40.74, dBm,
           901405054,Hz,              -42.05, dBm,
           906738220,Hz,              -42.12, dBm,
           912071386,Hz,              -41.97, dBm,
           917404552,Hz,              -42.58, dBm,
           922737718,Hz,              -43.42, dBm,
           928070884,Hz,              -42.57, dBm,
           933404050,Hz,              -42.67, dBm,
           938737216,Hz,              -43.80, dBm,
           944070382,Hz,              -43.57, dBm,
           949403548,Hz,              -44.86, dBm,
           954736714,Hz,              -46.80, dBm,
           960069880,Hz,              -50.07, dBm,
           965403046,Hz,              -51.28, dBm,
           970736212,Hz,              -49.58, dBm,
           976069378,Hz,              -48.32, dBm,
           981402544,Hz,              -45.76, dBm,
           986735710,Hz,              -44.04, dBm,
           992068876,Hz,              -43.86, dBm,
           997402042,Hz,              -44.36, dBm,
          1002735208,Hz,              -43.38, dBm,
          1008068374,Hz,              -43.61, dBm,
          1013401540,Hz,              -45.34, dBm,
          1018734706,Hz,              -48.90, dBm,
          1024067872,Hz,              -51.09, dBm,
          1029401038,Hz,              -55.29, dBm,
          1034734204,Hz,              -61.06, dBm,
          1040067370,Hz,              -58.34, dBm,
          1045400536,Hz,              -53.81, dBm,
          1050733702,Hz,              -52.29, dBm,
          1056066868,Hz,              -50.46, dBm,
          1061400034,Hz,              -49.39, dBm,
          1066733200,Hz,              -48.39, dBm,
          1072066366,Hz,              -47.89, dBm,
          1077399532,Hz,              -46.85, dBm,
          1082732698,Hz,              -46.55, dBm,
          1088065864,Hz,              -46.55, dBm,
          1093399030,Hz,              -46.63, dBm,
          1098732196,Hz,              -46.46, dBm,
          1104065362,Hz,              -45.88, dBm,
          1109398528,Hz,              -46.21, dBm,
          1114731694,Hz,              -44.98, dBm,
          1120064860,Hz,              -44.74, dBm,
          1125398026,Hz,              -44.88, dBm,
          1130731192,Hz,              -46.09, dBm,
          1136064358,Hz,              -46.48, dBm,
          1141397524,Hz,              -46.29, dBm,
          1146730690,Hz,              -48.27, dBm,
          1152063856,Hz,              -48.72, dBm,
          1157397022,Hz,              -49.48, dBm,
          1162730188,Hz,              -49.47, dBm,
          1168063354,Hz,              -52.37, dBm,
          1173396520,Hz,              -52.22, dBm,
          1178729686,Hz,              -52.14, dBm,
          1184062852,Hz,              -54.16, dBm,
          1189396018,Hz,              -54.23, dBm,
          1194729184,Hz,              -54.36, dBm,
