Trace1,
Freq,,Amp,,
              100000,Hz,                4.13, dBm,
             5433166,Hz,                1.35, dBm,
            10766332,Hz,                1.80, dBm,
            16099498,Hz,                2.01, dBm,
            21432664,Hz,                2.21, dBm,
            26765830,Hz,                2.42, dBm,
            32098996,Hz,                2.61, dBm,
            37432162,Hz,                2.64, dBm,
            42765328,Hz,                2.41, dBm,
            48098494,Hz,                2.06, dBm,
            53431660,Hz,                1.59, dBm,
            58764826,Hz,                1.25, dBm,
            64097992,Hz,                0.86, dBm,
            69431158,Hz,                0.56, dBm,
            74764324,Hz,                0.34, dBm,
            80097490,Hz,                0.28, dBm,
            85430656,Hz,                0.26, dBm,
            90763822,Hz,                0.26, dBm,
            96096988,Hz,                0.24, dBm,
           101430154,Hz,                0.13, dBm,
           106763320,Hz,               -0.21, dBm,
           112096486,Hz,               -0.86, dBm,
           117429652,Hz,               -1.88, dBm,
           122762818,Hz,               -3.29, dBm,
           128095984,Hz,               -5.03, dBm,
           133429150,Hz,               -6.93, dBm,
           138762316,Hz,               -9.32, dBm,
           144095482,Hz,              -13.39, dBm,
           149428648,Hz,              -15.07, dBm,
           154761814,Hz,              -17.18, dBm,
           160094980,Hz,              -12.32, dBm,
           165428146,Hz,               -8.45, dBm,
           170761312,Hz,               -6.23, dBm,
           176094478,Hz,               -4.96, dBm,
           181427644,Hz,               -4.47, dBm,
           186760810,Hz,               -4.14, dBm,
           192093976,Hz,               -3.61, dBm,
           197427142,Hz,               -2.92, dBm,
           202760308,Hz,               -2.15, dBm,
           208093474,Hz,               -1.42, dBm,
           213426640,Hz,               -0.65, dBm,
           218759806,Hz,                0.26, dBm,
           224092972,Hz,                1.16, dBm,
           229426138,Hz,                1.69, dBm,
           234759304,Hz,                1.87, dBm,
           240092470,Hz,                1.85, dBm,
           245425636,Hz,                1.65, dBm,
           250758802,Hz,                1.30, dBm,
           256091968,Hz,                1.04, dBm,
           261425134,Hz,                0.84, dBm,
           266758300,Hz,                0.76, dBm,
           272091466,Hz,                0.80, dBm,
           277424632,Hz,                0.85, dBm,
           282757798,Hz,                1.07, dBm,
           288090964,Hz,                1.37, dBm,
           293424130,Hz,                1.65, dBm,
           298757296,Hz,                1.93, dBm,
           304090462,Hz,                2.17, dBm,
           309423628,Hz,                2.26, dBm,
           314756794,Hz,                2.27, dBm,
           320089960,Hz,                2.10, dBm,
           325423126,Hz,                1.82, dBm,
           330756292,Hz,                1.53, dBm,
           336089458,Hz,                1.24, dBm,
           341422624,Hz,                1.12, dBm,
           346755790,Hz,                0.96, dBm,
           352088956,Hz,                0.97, dBm,
           357422122,Hz,                0.94, dBm,
           362755288,Hz,                0.95, dBm,
           368088454,Hz,                0.96, dBm,
           373421620,Hz,                0.97, dBm,
           378754786,Hz,                0.91, dBm,
           384087952,Hz,                0.81, dBm,
           389421118,Hz,                0.49, dBm,
           394754284,Hz,                0.18, dBm,
           400087450,Hz,               -0.19, dBm,
           405420616,Hz,               -0.57, dBm,
           410753782,Hz,               -1.17, dBm,
           416086948,Hz,               -1.82, dBm,
           421420114,Hz,               -2.51, dBm,
           426753280,Hz,               -3.33, dBm,
           432086446,Hz,               -4.25, dBm,
           437419612,Hz,               -5.62, dBm,
           442752778,Hz,               -7.30, dBm,
           448085944,Hz,               -9.74, dBm,
           453419110,Hz,              -12.94, dBm,
           458752276,Hz,              -15.95, dBm,
           464085442,Hz,              -12.80, dBm,
           469418608,Hz,               -9.72, dBm,
           474751774,Hz,               -7.28, dBm,
           480084940,Hz,               -5.06, dBm,
           485418106,Hz,               -3.20, dBm,
           490751272,Hz,               -1.69, dBm,
           496084438,Hz,               -0.56, dBm,
           501417604,Hz,               -0.01, dBm,
           506750770,Hz,                0.16, dBm,
           512083936,Hz,                0.05, dBm,
           517417102,Hz,               -0.13, dBm,
           522750268,Hz,               -0.29, dBm,
           528083434,Hz,               -0.33, dBm,
           533416600,Hz,               -0.24, dBm,
           538749766,Hz,               -0.02, dBm,
           544082932,Hz,                0.31, dBm,
           549416098,Hz,                0.66, dBm,
           554749264,Hz,                0.90, dBm,
           560082430,Hz,                1.22, dBm,
           565415596,Hz,                1.56, dBm,
           570748762,Hz,                1.84, dBm,
           576081928,Hz,                2.00, dBm,
           581415094,Hz,                2.05, dBm,
           586748260,Hz,                2.00, dBm,
           592081426,Hz,                1.80, dBm,
           597414592,Hz,                1.49, dBm,
           602747758,Hz,                1.07, dBm,
           608080924,Hz,                0.77, dBm,
           613414090,Hz,                0.50, dBm,
           618747256,Hz,                0.32, dBm,
           624080422,Hz,                0.19, dBm,
           629413588,Hz,                0.08, dBm,
           634746754,Hz,               -0.06, dBm,
           640079920,Hz,               -0.14, dBm,
           645413086,Hz,               -0.29, dBm,
           650746252,Hz,               -0.53, dBm,
           656079418,Hz,               -0.68, dBm,
           661412584,Hz,               -0.93, dBm,
           666745750,Hz,               -1.11, dBm,
           672078916,Hz,               -1.34, dBm,
           677412082,Hz,               -1.76, dBm,
           682745248,Hz,               -2.18, dBm,
           688078414,Hz,               -2.73, dBm,
           693411580,Hz,               -3.41, dBm,
           698744746,Hz,               -4.24, dBm,
           704077912,Hz,               -5.01, dBm,
           709411078,Hz,               -5.43, dBm,
           714744244,Hz,               -5.20, dBm,
           720077410,Hz,               -4.71, dBm,
           725410576,Hz,               -3.94, dBm,
           730743742,Hz,               -3.02, dBm,
           736076908,Hz,               -2.07, dBm,
           741410074,Hz,               -1.16, dBm,
           746743240,Hz,               -0.40, dBm,
           752076406,Hz,                0.12, dBm,
           757409572,Hz,                0.53, dBm,
           762742738,Hz,                0.82, dBm,
           768075904,Hz,                1.06, dBm,
           773409070,Hz,                1.05, dBm,
           778742236,Hz,                0.93, dBm,
           784075402,Hz,                0.72, dBm,
           789408568,Hz,                0.27, dBm,
           794741734,Hz,               -0.12, dBm,
           800074900,Hz,               -0.56, dBm,
           805408066,Hz,               -0.98, dBm,
           810741232,Hz,               -1.30, dBm,
           816074398,Hz,               -1.56, dBm,
           821407564,Hz,               -1.71, dBm,
           826740730,Hz,               -1.85, dBm,
           832073896,Hz,               -1.93, dBm,
           837407062,Hz,               -1.80, dBm,
