Trace1,
Freq,,Amp,,
              100000,Hz,               -0.93, dBm,
             5433166,Hz,               -1.02, dBm,
            10766332,Hz,               -1.24, dBm,
            16099498,Hz,               -0.96, dBm,
            21432664,Hz,               -0.28, dBm,
            26765830,Hz,                0.12, dBm,
            32098996,Hz,                0.82, dBm,
            37432162,Hz,                1.27, dBm,
            42765328,Hz,                1.87, dBm,
            48098494,Hz,                2.03, dBm,
            53431660,Hz,                2.02, dBm,
            58764826,Hz,                1.74, dBm,
            64097992,Hz,                1.08, dBm,
            69431158,Hz,                0.45, dBm,
            74764324,Hz,               -0.29, dBm,
            80097490,Hz,               -0.97, dBm,
            85430656,Hz,               -1.52, dBm,
            90763822,Hz,               -1.87, dBm,
            96096988,Hz,               -1.99, dBm,
           101430154,Hz,               -2.04, dBm,
           106763320,Hz,               -1.90, dBm,
           112096486,Hz,               -1.61, dBm,
           117429652,Hz,               -1.33, dBm,
           122762818,Hz,               -0.85, dBm,
           128095984,Hz,               -0.31, dBm,
           133429150,Hz,                0.30, dBm,
           138762316,Hz,                0.79, dBm,
           144095482,Hz,                1.26, dBm,
           149428648,Hz,                1.41, dBm,
           154761814,Hz,                1.39, dBm,
           160094980,Hz,                1.15, dBm,
           165428146,Hz,                0.50, dBm,
           170761312,Hz,               -0.49, dBm,
           176094478,Hz,               -1.63, dBm,
           181427644,Hz,               -2.12, dBm,
           186760810,Hz,               -1.89, dBm,
           192093976,Hz,               -1.95, dBm,
           197427142,Hz,               -2.29, dBm,
           202760308,Hz,               -2.54, dBm,
           208093474,Hz,               -2.38, dBm,
           213426640,Hz,               -2.21, dBm,
           218759806,Hz,               -1.91, dBm,
           224092972,Hz,               -1.49, dBm,
           229426138,Hz,               -0.94, dBm,
           234759304,Hz,               -0.36, dBm,
           240092470,Hz,                0.36, dBm,
           245425636,Hz,                1.01, dBm,
           250758802,Hz,                1.57, dBm,
           256091968,Hz,                1.97, dBm,
           261425134,Hz,                2.06, dBm,
           266758300,Hz,                2.00, dBm,
           272091466,Hz,                1.74, dBm,
           277424632,Hz,                1.19, dBm,
           282757798,Hz,                0.47, dBm,
           288090964,Hz,               -0.26, dBm,
           293424130,Hz,               -0.92, dBm,
           298757296,Hz,               -1.48, dBm,
           304090462,Hz,               -1.96, dBm,
           309423628,Hz,               -2.32, dBm,
           314756794,Hz,               -2.48, dBm,
           320089960,Hz,               -2.45, dBm,
           325423126,Hz,               -2.24, dBm,
           330756292,Hz,               -1.87, dBm,
           336089458,Hz,               -1.44, dBm,
           341422624,Hz,               -0.91, dBm,
           346755790,Hz,               -0.37, dBm,
           352088956,Hz,                0.21, dBm,
           357422122,Hz,                0.64, dBm,
           362755288,Hz,                0.89, dBm,
           368088454,Hz,                0.94, dBm,
           373421620,Hz,                0.88, dBm,
           378754786,Hz,                0.61, dBm,
           384087952,Hz,                0.12, dBm,
           389421118,Hz,               -0.54, dBm,
           394754284,Hz,               -1.09, dBm,
           400087450,Hz,               -1.61, dBm,
           405420616,Hz,               -2.03, dBm,
           410753782,Hz,               -2.37, dBm,
           416086948,Hz,               -2.49, dBm,
           421420114,Hz,               -2.45, dBm,
           426753280,Hz,               -2.22, dBm,
           432086446,Hz,               -1.83, dBm,
           437419612,Hz,               -1.37, dBm,
           442752778,Hz,               -0.83, dBm,
           448085944,Hz,               -0.22, dBm,
           453419110,Hz,                0.29, dBm,
           458752276,Hz,                0.71, dBm,
           464085442,Hz,                0.94, dBm,
           469418608,Hz,                0.93, dBm,
           474751774,Hz,                0.82, dBm,
           480084940,Hz,                0.46, dBm,
           485418106,Hz,               -0.12, dBm,
           490751272,Hz,               -0.80, dBm,
           496084438,Hz,               -1.36, dBm,
           501417604,Hz,               -1.87, dBm,
           506750770,Hz,               -2.22, dBm,
           512083936,Hz,               -2.51, dBm,
           517417102,Hz,               -2.64, dBm,
           522750268,Hz,               -2.63, dBm,
           528083434,Hz,               -2.45, dBm,
           533416600,Hz,               -2.08, dBm,
           538749766,Hz,               -1.60, dBm,
           544082932,Hz,               -1.08, dBm,
           549416098,Hz,               -0.61, dBm,
           554749264,Hz,               -0.17, dBm,
           560082430,Hz,                0.14, dBm,
           565415596,Hz,                0.24, dBm,
           570748762,Hz,                0.23, dBm,
           576081928,Hz,                0.05, dBm,
           581415094,Hz,               -0.45, dBm,
           586748260,Hz,               -1.06, dBm,
           592081426,Hz,               -1.69, dBm,
           597414592,Hz,               -2.27, dBm,
           602747758,Hz,               -2.75, dBm,
           608080924,Hz,               -3.18, dBm,
           613414090,Hz,               -3.38, dBm,
           618747256,Hz,               -3.42, dBm,
           624080422,Hz,               -3.27, dBm,
           629413588,Hz,               -3.00, dBm,
           634746754,Hz,               -2.63, dBm,
           640079920,Hz,               -2.09, dBm,
           645413086,Hz,               -1.49, dBm,
           650746252,Hz,               -0.88, dBm,
           656079418,Hz,               -0.36, dBm,
           661412584,Hz,               -0.01, dBm,
           666745750,Hz,                0.07, dBm,
           672078916,Hz,               -0.01, dBm,
           677412082,Hz,               -0.43, dBm,
           682745248,Hz,               -1.21, dBm,
           688078414,Hz,               -1.88, dBm,
           693411580,Hz,               -2.61, dBm,
           698744746,Hz,               -3.19, dBm,
           704077912,Hz,               -3.67, dBm,
           709411078,Hz,               -4.03, dBm,
           714744244,Hz,               -4.09, dBm,
           720077410,Hz,               -4.00, dBm,
           725410576,Hz,               -3.75, dBm,
           730743742,Hz,               -3.42, dBm,
           736076908,Hz,               -3.11, dBm,
           741410074,Hz,               -2.87, dBm,
           746743240,Hz,               -2.68, dBm,
           752076406,Hz,               -2.68, dBm,
           757409572,Hz,               -2.70, dBm,
           762742738,Hz,               -2.97, dBm,
           768075904,Hz,               -3.43, dBm,
           773409070,Hz,               -4.11, dBm,
           778742236,Hz,               -4.80, dBm,
           784075402,Hz,               -5.35, dBm,
           789408568,Hz,               -5.56, dBm,
           794741734,Hz,               -5.64, dBm,
           800074900,Hz,               -5.59, dBm,
           805408066,Hz,               -5.48, dBm,
           810741232,Hz,               -5.22, dBm,
           816074398,Hz,               -4.86, dBm,
           821407564,Hz,               -4.58, dBm,
           826740730,Hz,               -4.31, dBm,
           832073896,Hz,               -4.33, dBm,
           837407062,Hz,               -4.56, dBm,
           842740228,Hz,               -5.16, dBm,
           848073394,Hz,               -5.68, dBm,
           853406560,Hz,               -6.26, dBm,
           858739726,Hz,               -7.09, dBm,
           864072892,Hz,               -7.76, dBm,
           869406058,Hz,               -8.33, dBm,
           874739224,Hz,               -8.59, dBm,
           880072390,Hz,               -8.57, dBm,
