Trace1,
Freq,,Amp,,
              100000,Hz,              -31.95, dBm,
             5433166,Hz,              -46.73, dBm,
            10766332,Hz,              -42.66, dBm,
            16099498,Hz,              -40.09, dBm,
            21432664,Hz,              -39.59, dBm,
            26765830,Hz,              -40.08, dBm,
            32098996,Hz,              -39.42, dBm,
            37432162,Hz,              -36.88, dBm,
            42765328,Hz,              -34.10, dBm,
            48098494,Hz,              -32.89, dBm,
            53431660,Hz,              -32.95, dBm,
            58764826,Hz,              -33.67, dBm,
            64097992,Hz,              -34.34, dBm,
            69431158,Hz,              -32.22, dBm,
            74764324,Hz,              -30.09, dBm,
            80097490,Hz,              -29.28, dBm,
            85430656,Hz,              -29.37, dBm,
            90763822,Hz,              -30.43, dBm,
            96096988,Hz,              -31.51, dBm,
           101430154,Hz,              -29.50, dBm,
           106763320,Hz,              -27.67, dBm,
           112096486,Hz,              -27.29, dBm,
           117429652,Hz,              -27.45, dBm,
           122762818,Hz,              -28.83, dBm,
           128095984,Hz,              -29.68, dBm,
           133429150,Hz,              -27.65, dBm,
           138762316,Hz,              -25.93, dBm,
           144095482,Hz,              -25.67, dBm,
           149428648,Hz,              -25.99, dBm,
           154761814,Hz,              -27.44, dBm,
           160094980,Hz,              -27.94, dBm,
           165428146,Hz,              -26.11, dBm,
           170761312,Hz,              -24.77, dBm,
           176094478,Hz,              -24.69, dBm,
           181427644,Hz,              -25.43, dBm,
           186760810,Hz,              -27.19, dBm,
           192093976,Hz,              -27.33, dBm,
           197427142,Hz,              -25.43, dBm,
           202760308,Hz,              -24.42, dBm,
           208093474,Hz,              -24.36, dBm,
           213426640,Hz,              -25.43, dBm,
           218759806,Hz,              -27.07, dBm,
           224092972,Hz,              -26.62, dBm,
           229426138,Hz,              -24.95, dBm,
           234759304,Hz,              -24.06, dBm,
           240092470,Hz,              -24.03, dBm,
           245425636,Hz,              -25.09, dBm,
           250758802,Hz,              -26.90, dBm,
           256091968,Hz,              -26.01, dBm,
           261425134,Hz,              -23.82, dBm,
           266758300,Hz,              -22.72, dBm,
           272091466,Hz,              -22.71, dBm,
           277424632,Hz,              -23.91, dBm,
           282757798,Hz,              -26.10, dBm,
           288090964,Hz,              -25.77, dBm,
           293424130,Hz,              -23.55, dBm,
           298757296,Hz,              -22.48, dBm,
           304090462,Hz,              -22.51, dBm,
           309423628,Hz,              -23.84, dBm,
           314756794,Hz,              -25.94, dBm,
           320089960,Hz,              -26.93, dBm,
           325423126,Hz,              -26.44, dBm,
           330756292,Hz,              -26.15, dBm,
           336089458,Hz,              -26.11, dBm,
           341422624,Hz,              -26.07, dBm,
           346755790,Hz,              -26.17, dBm,
           352088956,Hz,              -25.43, dBm,
           357422122,Hz,              -24.01, dBm,
           362755288,Hz,              -23.26, dBm,
           368088454,Hz,              -23.30, dBm,
           373421620,Hz,              -24.23, dBm,
           378754786,Hz,              -25.72, dBm,
           384087952,Hz,              -24.88, dBm,
           389421118,Hz,              -23.55, dBm,
           394754284,Hz,              -23.33, dBm,
           400087450,Hz,              -23.58, dBm,
           405420616,Hz,              -25.34, dBm,
           410753782,Hz,              -27.12, dBm,
           416086948,Hz,              -25.77, dBm,
           421420114,Hz,              -24.10, dBm,
