Trace1,
Freq,,Amp,,
              100000,Hz,              -29.63, dBm,
             5433166,Hz,              -36.17, dBm,
            10766332,Hz,              -32.59, dBm,
            16099498,Hz,              -30.01, dBm,
            21432664,Hz,              -28.20, dBm,
            26765830,Hz,              -26.84, dBm,
            32098996,Hz,              -25.71, dBm,
            37432162,Hz,              -24.86, dBm,
            42765328,Hz,              -24.02, dBm,
            48098494,Hz,              -23.20, dBm,
            53431660,Hz,              -22.46, dBm,
            58764826,Hz,              -21.67, dBm,
            64097992,Hz,              -20.79, dBm,
            69431158,Hz,              -19.89, dBm,
            74764324,Hz,              -18.96, dBm,
            80097490,Hz,              -18.02, dBm,
            85430656,Hz,              -17.16, dBm,
            90763822,Hz,              -16.40, dBm,
            96096988,Hz,              -15.81, dBm,
           101430154,Hz,              -15.23, dBm,
           106763320,Hz,              -14.69, dBm,
           112096486,Hz,              -14.16, dBm,
           117429652,Hz,              -13.69, dBm,
           122762818,Hz,              -13.28, dBm,
           128095984,Hz,              -13.03, dBm,
           133429150,Hz,              -12.97, dBm,
           138762316,Hz,              -13.01, dBm,
           144095482,Hz,              -13.20, dBm,
           149428648,Hz,              -13.37, dBm,
           154761814,Hz,              -13.43, dBm,
           160094980,Hz,              -13.37, dBm,
           165428146,Hz,              -13.37, dBm,
           170761312,Hz,              -13.31, dBm,
           176094478,Hz,              -12.47, dBm,
           181427644,Hz,              -11.78, dBm,
           186760810,Hz,              -11.18, dBm,
           192093976,Hz,              -10.70, dBm,
           197427142,Hz,              -10.36, dBm,
           202760308,Hz,              -10.12, dBm,
           208093474,Hz,               -9.88, dBm,
           213426640,Hz,               -9.66, dBm,
           218759806,Hz,               -9.36, dBm,
           224092972,Hz,               -9.06, dBm,
           229426138,Hz,               -8.84, dBm,
           234759304,Hz,               -8.76, dBm,
           240092470,Hz,               -8.78, dBm,
           245425636,Hz,               -8.96, dBm,
           250758802,Hz,               -9.20, dBm,
           256091968,Hz,               -9.38, dBm,
           261425134,Hz,               -9.33, dBm,
           266758300,Hz,               -9.13, dBm,
           272091466,Hz,               -8.87, dBm,
