Trace1,
Freq,,Amp,,
              100000,Hz,              -30.68, dBm,
             5433166,Hz,              -48.78, dBm,
            10766332,Hz,              -45.02, dBm,
            16099498,Hz,              -42.05, dBm,
            21432664,Hz,              -39.98, dBm,
            26765830,Hz,              -37.99, dBm,
            32098996,Hz,              -35.97, dBm,
            37432162,Hz,              -34.33, dBm,
            42765328,Hz,              -32.95, dBm,
            48098494,Hz,              -31.84, dBm,
            53431660,Hz,              -31.07, dBm,
            58764826,Hz,              -30.76, dBm,
            64097992,Hz,              -30.66, dBm,
            69431158,Hz,              -30.76, dBm,
            74764324,Hz,              -30.92, dBm,
            80097490,Hz,              -31.09, dBm,
            85430656,Hz,              -31.17, dBm,
            90763822,Hz,              -31.00, dBm,
            96096988,Hz,              -30.81, dBm,
           101430154,Hz,              -30.41, dBm,
           106763320,Hz,              -29.93, dBm,
           112096486,Hz,              -29.34, dBm,
           117429652,Hz,              -28.68, dBm,
           122762818,Hz,              -27.87, dBm,
           128095984,Hz,              -27.01, dBm,
           133429150,Hz,              -26.13, dBm,
           138762316,Hz,              -25.30, dBm,
           144095482,Hz,              -24.57, dBm,
           149428648,Hz,              -24.11, dBm,
           154761814,Hz,              -23.96, dBm,
           160094980,Hz,              -23.95, dBm,
           165428146,Hz,              -24.28, dBm,
           170761312,Hz,              -24.97, dBm,
           176094478,Hz,              -26.07, dBm,
           181427644,Hz,              -27.26, dBm,
           186760810,Hz,              -26.14, dBm,
           192093976,Hz,              -26.06, dBm,
           197427142,Hz,              -26.32, dBm,
           202760308,Hz,              -26.34, dBm,
           208093474,Hz,              -26.20, dBm,
           213426640,Hz,              -25.92, dBm,
           218759806,Hz,              -25.50, dBm,
           224092972,Hz,              -24.95, dBm,
           229426138,Hz,              -24.32, dBm,
           234759304,Hz,              -23.60, dBm,
           240092470,Hz,              -22.82, dBm,
           245425636,Hz,              -22.07, dBm,
           250758802,Hz,              -21.41, dBm,
           256091968,Hz,              -20.94, dBm,
           261425134,Hz,              -20.77, dBm,
           266758300,Hz,              -20.72, dBm,
           272091466,Hz,              -20.92, dBm,
           277424632,Hz,              -21.41, dBm,
           282757798,Hz,              -22.04, dBm,
           288090964,Hz,              -22.71, dBm,
           293424130,Hz,              -23.28, dBm,
           298757296,Hz,              -23.76, dBm,
           304090462,Hz,              -24.13, dBm,
           309423628,Hz,              -24.36, dBm,
           314756794,Hz,              -24.47, dBm,
           320089960,Hz,              -24.44, dBm,
           325423126,Hz,              -24.25, dBm,
           330756292,Hz,              -23.87, dBm,
           336089458,Hz,              -23.39, dBm,
           341422624,Hz,              -22.82, dBm,
           346755790,Hz,              -22.16, dBm,
           352088956,Hz,              -21.55, dBm,
           357422122,Hz,              -21.08, dBm,
           362755288,Hz,              -20.85, dBm,
           368088454,Hz,              -20.82, dBm,
           373421620,Hz,              -20.93, dBm,
           378754786,Hz,              -21.23, dBm,
           384087952,Hz,              -21.79, dBm,
           389421118,Hz,              -22.43, dBm,
           394754284,Hz,              -23.03, dBm,
           400087450,Hz,              -23.53, dBm,
           405420616,Hz,              -24.03, dBm,
           410753782,Hz,              -24.32, dBm,
           416086948,Hz,              -24.51, dBm,
           421420114,Hz,              -24.43, dBm,
           426753280,Hz,              -24.24, dBm,
           432086446,Hz,              -23.88, dBm,
           437419612,Hz,              -23.43, dBm,
           442752778,Hz,              -22.94, dBm,
           448085944,Hz,              -22.46, dBm,
           453419110,Hz,              -22.01, dBm,
           458752276,Hz,              -21.69, dBm,
           464085442,Hz,              -21.61, dBm,
           469418608,Hz,              -21.63, dBm,
           474751774,Hz,              -21.82, dBm,
           480084940,Hz,              -22.21, dBm,
           485418106,Hz,              -22.69, dBm,
           490751272,Hz,              -23.23, dBm,
           496084438,Hz,              -23.77, dBm,
           501417604,Hz,              -24.25, dBm,
           506750770,Hz,              -24.63, dBm,
           512083936,Hz,              -24.93, dBm,
           517417102,Hz,              -25.15, dBm,
           522750268,Hz,              -25.10, dBm,
           528083434,Hz,              -24.89, dBm,
           533416600,Hz,              -24.59, dBm,
           538749766,Hz,              -24.20, dBm,
           544082932,Hz,              -23.76, dBm,
           549416098,Hz,              -23.34, dBm,
           554749264,Hz,              -23.01, dBm,
           560082430,Hz,              -22.85, dBm,
           565415596,Hz,              -22.82, dBm,
           570748762,Hz,              -22.91, dBm,
           576081928,Hz,              -23.19, dBm,
           581415094,Hz,              -23.70, dBm,
           586748260,Hz,              -24.31, dBm,
           592081426,Hz,              -24.90, dBm,
           597414592,Hz,              -25.42, dBm,
           602747758,Hz,              -25.88, dBm,
           608080924,Hz,              -26.22, dBm,
           613414090,Hz,              -26.38, dBm,
           618747256,Hz,              -26.35, dBm,
           624080422,Hz,              -26.12, dBm,
           629413588,Hz,              -25.81, dBm,
           634746754,Hz,              -25.33, dBm,
           640079920,Hz,              -24.76, dBm,
           645413086,Hz,              -24.18, dBm,
           650746252,Hz,              -23.61, dBm,
           656079418,Hz,              -23.17, dBm,
           661412584,Hz,              -22.94, dBm,
           666745750,Hz,              -22.94, dBm,
           672078916,Hz,              -23.12, dBm,
           677412082,Hz,              -23.63, dBm,
           682745248,Hz,              -24.40, dBm,
           688078414,Hz,              -25.05, dBm,
           693411580,Hz,              -25.78, dBm,
           698744746,Hz,              -26.27, dBm,
           704077912,Hz,              -26.62, dBm,
           709411078,Hz,              -26.92, dBm,
           714744244,Hz,              -26.93, dBm,
           720077410,Hz,              -26.77, dBm,
           725410576,Hz,              -26.42, dBm,
           730743742,Hz,              -25.92, dBm,
           736076908,Hz,              -25.48, dBm,
           741410074,Hz,              -25.08, dBm,
           746743240,Hz,              -24.74, dBm,
           752076406,Hz,              -24.63, dBm,
           757409572,Hz,              -24.66, dBm,
           762742738,Hz,              -24.90, dBm,
           768075904,Hz,              -25.41, dBm,
           773409070,Hz,              -26.04, dBm,
           778742236,Hz,              -26.60, dBm,
           784075402,Hz,              -26.99, dBm,
           789408568,Hz,              -27.13, dBm,
           794741734,Hz,              -27.27, dBm,
           800074900,Hz,              -27.16, dBm,
           805408066,Hz,              -26.98, dBm,
           810741232,Hz,              -26.52, dBm,
           816074398,Hz,              -26.16, dBm,
           821407564,Hz,              -25.96, dBm,
           826740730,Hz,              -25.76, dBm,
           832073896,Hz,              -25.45, dBm,
           837407062,Hz,              -25.38, dBm,
           842740228,Hz,              -25.53, dBm,
           848073394,Hz,              -25.96, dBm,
           853406560,Hz,              -26.53, dBm,
           858739726,Hz,              -27.03, dBm,
           864072892,Hz,              -27.67, dBm,
           869406058,Hz,              -28.13, dBm,
           874739224,Hz,              -28.56, dBm,
           880072390,Hz,              -28.77, dBm,
           885405556,Hz,              -28.80, dBm,
           890738722,Hz,              -28.83, dBm,
           896071888,Hz,              -28.76, dBm,
           901405054,Hz,              -28.61, dBm,
           906738220,Hz,              -28.46, dBm,
           912071386,Hz,              -28.33, dBm,
           917404552,Hz,              -28.30, dBm,
           922737718,Hz,              -28.45, dBm,
           928070884,Hz,              -28.57, dBm,
           933404050,Hz,              -28.90, dBm,
           938737216,Hz,              -29.37, dBm,
           944070382,Hz,              -29.89, dBm,
           949403548,Hz,              -29.98, dBm,
           954736714,Hz,              -30.05, dBm,
           960069880,Hz,              -30.19, dBm,
           965403046,Hz,              -30.33, dBm,
           970736212,Hz,              -30.50, dBm,
           976069378,Hz,              -30.64, dBm,
           981402544,Hz,              -30.57, dBm,
           986735710,Hz,              -30.52, dBm,
           992068876,Hz,              -30.41, dBm,
           997402042,Hz,              -30.21, dBm,
          1002735208,Hz,              -30.17, dBm,
          1008068374,Hz,              -29.95, dBm,
          1013401540,Hz,              -29.82, dBm,
          1018734706,Hz,              -29.88, dBm,
